Suburb,Pricepermeterland,Date,Dayofweek,Months,Type,,Month,Avgmonthprice
Thornbury, ,42686,Saturday,November,u,,,
Toorak, ,42686,Saturday,November,u,,,
Toorak, ,42686,Saturday,November,u,,,
Carlton, ,42686,Saturday,November,u,,,
Murrumbeena,114.3883532,42686,Saturday,November,u,,,
Ormond, ,42686,Saturday,November,u,,,
West Footscray, ,42686,Saturday,November,u,,,
Ripponlea,1383.647799,42686,Saturday,November,u,,,
Keilor Park,1964.705882,42686,Saturday,November,u,,,
Armadale, ,42693,Saturday,November,u,,,
Armadale, ,42693,Saturday,November,u,,,
Ascot Vale, ,42693,Saturday,November,u,,,
Ascot Vale, ,42693,Saturday,November,u,,,
Balaclava, ,42693,Saturday,November,u,,,
Bentleigh,2440.47619,42693,Saturday,November,u,,,
Box Hill,4211.92053,42693,Saturday,November,u,,,
Brighton, ,42693,Saturday,November,u,,,
Brunswick,454.6296296,42693,Saturday,November,u,,,
Bulleen,1929.928741,42693,Saturday,November,u,,,
Carnegie, ,42693,Saturday,November,u,,,
Carnegie,5708.955224,42693,Saturday,November,u,,,
Carnegie, ,42693,Saturday,November,u,,,
Caulfield, ,42693,Saturday,November,u,,,
Coburg, ,42693,Saturday,November,u,,,
Elwood, ,42693,Saturday,November,u,,,
Elwood, ,42693,Saturday,November,u,,,
Essendon, ,42693,Saturday,November,u,,,
Essendon, ,42693,Saturday,November,u,,,
Essendon, ,42693,Saturday,November,u,,,
Essendon, ,42693,Saturday,November,u,,,
Essendon North, ,42693,Saturday,November,u,,,
Fitzroy, ,42693,Saturday,November,u,,,
Fitzroy North, ,42693,Saturday,November,u,,,
Glenroy,2451.581028,42693,Saturday,November,u,,,
Hampton,1323.485968,42693,Saturday,November,u,,,
Hampton,3375.93985,42693,Saturday,November,u,,,
Hampton East,3691.24424,42693,Saturday,November,u,,,
Maribyrnong, ,42693,Saturday,November,u,,,
Melbourne, ,42693,Saturday,November,u,,,
Melbourne,128.3633671,42693,Saturday,November,u,,,
Moonee Ponds, ,42693,Saturday,November,u,,,
North Melbourne, ,42693,Saturday,November,u,,,
Northcote, ,42693,Saturday,November,u,,,
Parkville, ,42693,Saturday,November,u,,,
Port Melbourne, ,42693,Saturday,November,u,,,
Reservoir, ,42693,Saturday,November,u,,,
Reservoir,3310.344828,42693,Saturday,November,u,,,
Richmond, ,42693,Saturday,November,u,,,
Richmond, ,42693,Saturday,November,u,,,
South Yarra, ,42693,Saturday,November,u,,,
South Yarra, ,42693,Saturday,November,u,,,
Southbank, ,42693,Saturday,November,u,,,
St Kilda, ,42693,Saturday,November,u,,,
St Kilda, ,42693,Saturday,November,u,,,
St Kilda, ,42693,Saturday,November,u,,,
Sunshine, ,42693,Saturday,November,u,,,
Thornbury, ,42693,Saturday,November,u,,,
Thornbury, ,42693,Saturday,November,u,,,
Thornbury, ,42693,Saturday,November,u,,,
Windsor, ,42693,Saturday,November,u,,,
Windsor, ,42693,Saturday,November,u,,,
Windsor,425.5319149,42693,Saturday,November,u,,,
Ormond, ,42693,Saturday,November,u,,,
Ripponlea,726.1146497,42693,Saturday,November,u,,,
Cremorne, ,42693,Saturday,November,u,,,
Gardenvale, ,42693,Saturday,November,u,,,
Avondale Heights, ,42701,Sunday,November,u,,,
Balaclava, ,42701,Sunday,November,u,,,
Bentleigh East,1945.812808,42701,Sunday,November,u,,,
Brighton, ,42701,Sunday,November,u,,,
Brighton,9585.714286,42701,Sunday,November,u,,,
Brighton,7012.987013,42701,Sunday,November,u,,,
Brighton East,5280.701754,42701,Sunday,November,u,,,
Brunswick, ,42701,Sunday,November,u,,,
Brunswick, ,42701,Sunday,November,u,,,
Brunswick West, ,42701,Sunday,November,u,,,
Carnegie, ,42701,Sunday,November,u,,,
Caulfield South, ,42701,Sunday,November,u,,,
Doncaster,6897.247706,42701,Sunday,November,u,,,
Elwood, ,42701,Sunday,November,u,,,
Elwood, ,42701,Sunday,November,u,,,
Elwood, ,42701,Sunday,November,u,,,
Essendon,1011.600928,42701,Sunday,November,u,,,
Essendon, ,42701,Sunday,November,u,,,
Essendon,435.2126607,42701,Sunday,November,u,,,
Fairfield, ,42701,Sunday,November,u,,,
Fitzroy North,114.0595903,42701,Sunday,November,u,,,
Footscray, ,42701,Sunday,November,u,,,
Kensington, ,42701,Sunday,November,u,,,
Kensington, ,42701,Sunday,November,u,,,
Malvern, ,42701,Sunday,November,u,,,
Malvern, ,42701,Sunday,November,u,,,
Malvern East, ,42701,Sunday,November,u,,,
Malvern East, ,42701,Sunday,November,u,,,
Malvern East, ,42701,Sunday,November,u,,,
Maribyrnong,189.1174519,42701,Sunday,November,u,,,
Moonee Ponds,3610.062893,42701,Sunday,November,u,,,
Moonee Ponds, ,42701,Sunday,November,u,,,
Newport,3526.315789,42701,Sunday,November,u,,,
Niddrie,2914.0625,42701,Sunday,November,u,,,
North Melbourne, ,42701,Sunday,November,u,,,
North Melbourne,547.8635458,42701,Sunday,November,u,,,
North Melbourne,551.6178737,42701,Sunday,November,u,,,
North Melbourne, ,42701,Sunday,November,u,,,
North Melbourne, ,42701,Sunday,November,u,,,
Northcote, ,42701,Sunday,November,u,,,
Oak Park,2806.122449,42701,Sunday,November,u,,,
Parkville,205.6766763,42701,Sunday,November,u,,,
Parkville,584.3398584,42701,Sunday,November,u,,,
Port Melbourne,487.9016263,42701,Sunday,November,u,,,
Port Melbourne, ,42701,Sunday,November,u,,,
Port Melbourne, ,42701,Sunday,November,u,,,
Prahran, ,42701,Sunday,November,u,,,
Richmond, ,42701,Sunday,November,u,,,
Richmond, ,42701,Sunday,November,u,,,
Richmond, ,42701,Sunday,November,u,,,
Richmond, ,42701,Sunday,November,u,,,
Richmond,270.2702703,42701,Sunday,November,u,,,
South Melbourne, ,42701,Sunday,November,u,,,
South Melbourne, ,42701,Sunday,November,u,,,
South Yarra, ,42701,Sunday,November,u,,,
South Yarra, ,42701,Sunday,November,u,,,
St Kilda, ,42701,Sunday,November,u,,,
St Kilda, ,42701,Sunday,November,u,,,
St Kilda, ,42701,Sunday,November,u,,,
St Kilda, ,42701,Sunday,November,u,,,
St Kilda, ,42701,Sunday,November,u,,,
St Kilda, ,42701,Sunday,November,u,,,
St Kilda, ,42701,Sunday,November,u,,,
St Kilda,502.1645022,42701,Sunday,November,u,,,
Thornbury, ,42701,Sunday,November,u,,,
Toorak, ,42701,Sunday,November,u,,,
Yarraville, ,42701,Sunday,November,u,,,
Aberfeldie, ,42701,Sunday,November,u,,,
Carlton, ,42701,Sunday,November,u,,,
Ormond, ,42701,Sunday,November,u,,,
West Footscray, ,42701,Sunday,November,u,,,
Armadale,638.7921022,42707,Saturday,December,u,,,
Armadale, ,42707,Saturday,December,u,,,
Armadale, ,42707,Saturday,December,u,,,
Ascot Vale, ,42707,Saturday,December,u,,,
Balaclava, ,42707,Saturday,December,u,,,
Bentleigh East,2654.80427,42707,Saturday,December,u,,,
Bentleigh East,5523.809524,42707,Saturday,December,u,,,
Brighton, ,42707,Saturday,December,u,,,
Brighton East, ,42707,Saturday,December,u,,,
Brighton East,2459.016393,42707,Saturday,December,u,,,
Brunswick West, ,42707,Saturday,December,u,,,
Burwood,3858.490566,42707,Saturday,December,u,,,
Carnegie,8219.178082,42707,Saturday,December,u,,,
Caulfield South, ,42707,Saturday,December,u,,,
Elwood, ,42707,Saturday,December,u,,,
Elwood, ,42707,Saturday,December,u,,,
Elwood,949.3670886,42707,Saturday,December,u,,,
Elwood, ,42707,Saturday,December,u,,,
Elwood, ,42707,Saturday,December,u,,,
Elwood, ,42707,Saturday,December,u,,,
Elwood, ,42707,Saturday,December,u,,,
Flemington, ,42707,Saturday,December,u,,,
Footscray, ,42707,Saturday,December,u,,,
Hampton, ,42707,Saturday,December,u,,,
Maidstone,139.4523327,42707,Saturday,December,u,,,
Malvern East,3091.48265,42707,Saturday,December,u,,,
Maribyrnong, ,42707,Saturday,December,u,,,
Melbourne, ,42707,Saturday,December,u,,,
Moonee Ponds, ,42707,Saturday,December,u,,,
North Melbourne, ,42707,Saturday,December,u,,,
North Melbourne, ,42707,Saturday,December,u,,,
Oak Park,2588,42707,Saturday,December,u,,,
Parkville, ,42707,Saturday,December,u,,,
Port Melbourne, ,42707,Saturday,December,u,,,
Port Melbourne,61.75115207,42707,Saturday,December,u,,,
Prahran, ,42707,Saturday,December,u,,,
Reservoir,3008.547009,42707,Saturday,December,u,,,
Reservoir,3393.939394,42707,Saturday,December,u,,,
Richmond,737.0517928,42707,Saturday,December,u,,,
South Yarra, ,42707,Saturday,December,u,,,
South Yarra, ,42707,Saturday,December,u,,,
South Yarra,450.3033131,42707,Saturday,December,u,,,
South Yarra,21.72413793,42707,Saturday,December,u,,,
South Yarra, ,42707,Saturday,December,u,,,
South Yarra, ,42707,Saturday,December,u,,,
St Kilda, ,42707,Saturday,December,u,,,
St Kilda, ,42707,Saturday,December,u,,,
St Kilda,606.6350711,42707,Saturday,December,u,,,
St Kilda, ,42707,Saturday,December,u,,,
St Kilda, ,42707,Saturday,December,u,,,
St Kilda, ,42707,Saturday,December,u,,,
Thornbury, ,42707,Saturday,December,u,,,
Thornbury,412.7134725,42707,Saturday,December,u,,,
Thornbury, ,42707,Saturday,December,u,,,
Thornbury, ,42707,Saturday,December,u,,,
Toorak,325.5813953,42707,Saturday,December,u,,,
West Melbourne, ,42707,Saturday,December,u,,,
Williamstown, ,42707,Saturday,December,u,,,
Windsor, ,42707,Saturday,December,u,,,
Aberfeldie, ,42707,Saturday,December,u,,,
Carlton,212.7351664,42707,Saturday,December,u,,,
Kingsbury,2201.834862,42707,Saturday,December,u,,,
Altona,2630.434783,42714,Saturday,December,u,,,
Armadale, ,42714,Saturday,December,u,,,
Armadale, ,42714,Saturday,December,u,,,
Bentleigh,5603.448276,42714,Saturday,December,u,,,
Bentleigh East,3377.358491,42714,Saturday,December,u,,,
Brighton,4884.146341,42714,Saturday,December,u,,,
Brunswick,7213.114754,42714,Saturday,December,u,,,
Brunswick West,5479.452055,42714,Saturday,December,u,,,
Caulfield North,304.6218487,42714,Saturday,December,u,,,
Caulfield North, ,42714,Saturday,December,u,,,
Doncaster,3802.955665,42714,Saturday,December,u,,,
Elsternwick,725.1533742,42714,Saturday,December,u,,,
Elsternwick, ,42714,Saturday,December,u,,,
Essendon,485.8078603,42714,Saturday,December,u,,,
Fairfield, ,42714,Saturday,December,u,,,
Fitzroy North,167.5977654,42714,Saturday,December,u,,,
Flemington, ,42714,Saturday,December,u,,,
Footscray, ,42714,Saturday,December,u,,,
Keilor East,5178.571429,42714,Saturday,December,u,,,
Kensington,84.36840872,42714,Saturday,December,u,,,
Kensington, ,42714,Saturday,December,u,,,
Kensington,124.0990991,42714,Saturday,December,u,,,
Kensington,128.1902552,42714,Saturday,December,u,,,
Maidstone,2826.086957,42714,Saturday,December,u,,,
Malvern East, ,42714,Saturday,December,u,,,
Maribyrnong,347.3684211,42714,Saturday,December,u,,,
Melbourne, ,42714,Saturday,December,u,,,
Moonee Ponds, ,42714,Saturday,December,u,,,
Newport, ,42714,Saturday,December,u,,,
Niddrie,3450.704225,42714,Saturday,December,u,,,
Niddrie, ,42714,Saturday,December,u,,,
North Melbourne, ,42714,Saturday,December,u,,,
North Melbourne, ,42714,Saturday,December,u,,,
Northcote, ,42714,Saturday,December,u,,,
Port Melbourne, ,42714,Saturday,December,u,,,
Prahran,1657.303371,42714,Saturday,December,u,,,
Preston,7439.02439,42714,Saturday,December,u,,,
Preston,3200,42714,Saturday,December,u,,,
Reservoir,2179.347826,42714,Saturday,December,u,,,
Reservoir,2922.619048,42714,Saturday,December,u,,,
Reservoir,2028.985507,42714,Saturday,December,u,,,
Reservoir,3851.851852,42714,Saturday,December,u,,,
South Yarra,487.1395168,42714,Saturday,December,u,,,
South Yarra, ,42714,Saturday,December,u,,,
South Yarra, ,42714,Saturday,December,u,,,
South Yarra, ,42714,Saturday,December,u,,,
South Yarra, ,42714,Saturday,December,u,,,
St Kilda, ,42714,Saturday,December,u,,,
St Kilda, ,42714,Saturday,December,u,,,
Sunshine,1627.906977,42714,Saturday,December,u,,,
Sunshine West,2270.833333,42714,Saturday,December,u,,,
Thornbury, ,42714,Saturday,December,u,,,
Toorak, ,42714,Saturday,December,u,,,
Windsor, ,42714,Saturday,December,u,,,
Windsor, ,42714,Saturday,December,u,,,
Brunswick East, ,42714,Saturday,December,u,,,
Carlton, ,42714,Saturday,December,u,,,
Ormond, ,42714,Saturday,December,u,,,
Docklands, ,42714,Saturday,December,u,,,
Travancore, ,42714,Saturday,December,u,,,
Airport West,2837.735849,42777,Saturday,February,u,,,
Altona, ,42777,Saturday,February,u,,,
Altona, ,42777,Saturday,February,u,,,
Brighton, ,42777,Saturday,February,u,,,
Brighton East,2894.736842,42777,Saturday,February,u,,,
Brunswick West, ,42777,Saturday,February,u,,,
Bulleen,2571.895425,42777,Saturday,February,u,,,
Carnegie, ,42777,Saturday,February,u,,,
Elwood,1022.364217,42777,Saturday,February,u,,,
Fairfield,6293.103448,42777,Saturday,February,u,,,
Footscray,77.64976959,42777,Saturday,February,u,,,
Kensington,130.1491029,42777,Saturday,February,u,,,
Maidstone, ,42777,Saturday,February,u,,,
Parkville,159.9837991,42777,Saturday,February,u,,,
Richmond, ,42777,Saturday,February,u,,,
South Yarra, ,42777,Saturday,February,u,,,
Southbank,598.6842105,42777,Saturday,February,u,,,
St Kilda, ,42777,Saturday,February,u,,,
St Kilda, ,42777,Saturday,February,u,,,
St Kilda, ,42777,Saturday,February,u,,,
Thornbury,725.8287293,42777,Saturday,February,u,,,
Windsor, ,42777,Saturday,February,u,,,
Yarraville, ,42777,Saturday,February,u,,,
Yarraville, ,42777,Saturday,February,u,,,
Aberfeldie,3754.045307,42777,Saturday,February,u,,,
Brunswick East,479.7979798,42777,Saturday,February,u,,,
West Footscray, ,42777,Saturday,February,u,,,
Albert Park, ,42791,Saturday,February,u,,,
Alphington, ,42791,Saturday,February,u,,,
Altona,3342.541436,42791,Saturday,February,u,,,
Armadale,287.3330635,42791,Saturday,February,u,,,
Armadale,730.318258,42791,Saturday,February,u,,,
Armadale, ,42791,Saturday,February,u,,,
Ascot Vale,199.2846193,42791,Saturday,February,u,,,
Bentleigh East,2740.213523,42791,Saturday,February,u,,,
Bentleigh East, ,42791,Saturday,February,u,,,
Brighton, ,42791,Saturday,February,u,,,
Brighton East, ,42791,Saturday,February,u,,,
Brunswick West, ,42791,Saturday,February,u,,,
Carnegie,4553.030303,42791,Saturday,February,u,,,
Carnegie,418.8210962,42791,Saturday,February,u,,,
Caulfield North,665.9528908,42791,Saturday,February,u,,,
Caulfield North,695.2010376,42791,Saturday,February,u,,,
Collingwood, ,42791,Saturday,February,u,,,
Elwood,605.5900621,42791,Saturday,February,u,,,
Elwood, ,42791,Saturday,February,u,,,
Elwood, ,42791,Saturday,February,u,,,
Elwood,522.2222222,42791,Saturday,February,u,,,
Elwood, ,42791,Saturday,February,u,,,
Elwood,1166.458073,42791,Saturday,February,u,,,
Elwood, ,42791,Saturday,February,u,,,
Elwood, ,42791,Saturday,February,u,,,
Essendon,3437.810945,42791,Saturday,February,u,,,
Essendon, ,42791,Saturday,February,u,,,
Fitzroy,537.084399,42791,Saturday,February,u,,,
Flemington,482.8850856,42791,Saturday,February,u,,,
Footscray,357.1428571,42791,Saturday,February,u,,,
Footscray, ,42791,Saturday,February,u,,,
Glenroy,2642.045455,42791,Saturday,February,u,,,
Hampton,2836.879433,42791,Saturday,February,u,,,
Hampton, ,42791,Saturday,February,u,,,
Hampton, ,42791,Saturday,February,u,,,
Hampton East,2195.348837,42791,Saturday,February,u,,,
Malvern, ,42791,Saturday,February,u,,,
Maribyrnong, ,42791,Saturday,February,u,,,
North Melbourne,243.4782609,42791,Saturday,February,u,,,
Northcote, ,42791,Saturday,February,u,,,
Parkville,211.414791,42791,Saturday,February,u,,,
Port Melbourne,87.38712496,42791,Saturday,February,u,,,
Preston,286.1952862,42791,Saturday,February,u,,,
Preston,2754.010695,42791,Saturday,February,u,,,
Reservoir,4189.189189,42791,Saturday,February,u,,,
South Yarra, ,42791,Saturday,February,u,,,
South Yarra,742.6900585,42791,Saturday,February,u,,,
South Yarra, ,42791,Saturday,February,u,,,
South Yarra, ,42791,Saturday,February,u,,,
St Kilda, ,42791,Saturday,February,u,,,
St Kilda,421.0526316,42791,Saturday,February,u,,,
St Kilda, ,42791,Saturday,February,u,,,
St Kilda, ,42791,Saturday,February,u,,,
St Kilda, ,42791,Saturday,February,u,,,
Templestowe Lower,2849.056604,42791,Saturday,February,u,,,
Thornbury,512.6512651,42791,Saturday,February,u,,,
Toorak, ,42791,Saturday,February,u,,,
Williamstown, ,42791,Saturday,February,u,,,
East Melbourne, ,42791,Saturday,February,u,,,
East Melbourne, ,42791,Saturday,February,u,,,
Kingsbury,2968.75,42791,Saturday,February,u,,,
Ormond, ,42791,Saturday,February,u,,,
West Footscray,458.5987261,42791,Saturday,February,u,,,
Albion,1333.333333,42791,Saturday,February,u,,,
South Kingsville,3527.777778,42791,Saturday,February,u,,,
Airport West,2976.190476,42798,Saturday,March,u,,,
Armadale, ,42798,Saturday,March,u,,,
Armadale, ,42798,Saturday,March,u,,,
Ascot Vale,1158.392435,42798,Saturday,March,u,,,
Ashwood,2237.687366,42798,Saturday,March,u,,,
Bentleigh East,2669.270833,42798,Saturday,March,u,,,
Bentleigh East,2868.217054,42798,Saturday,March,u,,,
Box Hill,4607.142857,42798,Saturday,March,u,,,
Box Hill,4051.282051,42798,Saturday,March,u,,,
Brighton,5327.868852,42798,Saturday,March,u,,,
Brighton,3951.367781,42798,Saturday,March,u,,,
Brunswick West,835.106383,42798,Saturday,March,u,,,
Burwood,2512.820513,42798,Saturday,March,u,,,
Carnegie, ,42798,Saturday,March,u,,,
Carnegie, ,42798,Saturday,March,u,,,
Carnegie,5766.666667,42798,Saturday,March,u,,,
Carnegie,652.5612472,42798,Saturday,March,u,,,
Caulfield,393.902439,42798,Saturday,March,u,,,
Caulfield,682.382134,42798,Saturday,March,u,,,
Caulfield North,620.9850107,42798,Saturday,March,u,,,
Coburg,2288.911495,42798,Saturday,March,u,,,
Collingwood,59.74842767,42798,Saturday,March,u,,,
Collingwood, ,42798,Saturday,March,u,,,
Collingwood,553.9215686,42798,Saturday,March,u,,,
Collingwood,158.6729174,42798,Saturday,March,u,,,
Elwood,434.8931841,42798,Saturday,March,u,,,
Elwood,440.9911802,42798,Saturday,March,u,,,
Elwood,326.4957265,42798,Saturday,March,u,,,
Elwood,1333.333333,42798,Saturday,March,u,,,
Essendon, ,42798,Saturday,March,u,,,
Essendon,2978.723404,42798,Saturday,March,u,,,
Essendon,4181.547619,42798,Saturday,March,u,,,
Fitzroy North,162.9422719,42798,Saturday,March,u,,,
Fitzroy North, ,42798,Saturday,March,u,,,
Flemington,182.9561868,42798,Saturday,March,u,,,
Flemington, ,42798,Saturday,March,u,,,
Flemington, ,42798,Saturday,March,u,,,
Footscray, ,42798,Saturday,March,u,,,
Footscray,216.5354331,42798,Saturday,March,u,,,
Footscray,6489.361702,42798,Saturday,March,u,,,
Hampton, ,42798,Saturday,March,u,,,
Hampton East, ,42798,Saturday,March,u,,,
Hughesdale, ,42798,Saturday,March,u,,,
Kensington, ,42798,Saturday,March,u,,,
Malvern, ,42798,Saturday,March,u,,,
Malvern, ,42798,Saturday,March,u,,,
Malvern East, ,42798,Saturday,March,u,,,
Malvern East,4030.612245,42798,Saturday,March,u,,,
Melbourne,274.3498818,42798,Saturday,March,u,,,
North Melbourne, ,42798,Saturday,March,u,,,
Northcote, ,42798,Saturday,March,u,,,
Pascoe Vale,2941.176471,42798,Saturday,March,u,,,
Port Melbourne, ,42798,Saturday,March,u,,,
Port Melbourne, ,42798,Saturday,March,u,,,
Prahran,278.280543,42798,Saturday,March,u,,,
Prahran, ,42798,Saturday,March,u,,,
Reservoir,2303.571429,42798,Saturday,March,u,,,
Richmond,562.3393316,42798,Saturday,March,u,,,
Richmond,51.19785966,42798,Saturday,March,u,,,
Richmond,897.0037453,42798,Saturday,March,u,,,
Richmond, ,42798,Saturday,March,u,,,
Richmond,379.7101449,42798,Saturday,March,u,,,
Richmond,218.2030338,42798,Saturday,March,u,,,
Richmond,231.7518248,42798,Saturday,March,u,,,
South Yarra, ,42798,Saturday,March,u,,,
South Yarra, ,42798,Saturday,March,u,,,
South Yarra, ,42798,Saturday,March,u,,,
South Yarra, ,42798,Saturday,March,u,,,
South Yarra,56.88953488,42798,Saturday,March,u,,,
South Yarra,1163.072776,42798,Saturday,March,u,,,
South Yarra, ,42798,Saturday,March,u,,,
South Yarra, ,42798,Saturday,March,u,,,
Southbank,211.1171961,42798,Saturday,March,u,,,
St Kilda, ,42798,Saturday,March,u,,,
St Kilda,90.4159132,42798,Saturday,March,u,,,
St Kilda,85.67733592,42798,Saturday,March,u,,,
St Kilda,898.7417615,42798,Saturday,March,u,,,
St Kilda,214.1327623,42798,Saturday,March,u,,,
St Kilda, ,42798,Saturday,March,u,,,
Toorak,1349.768875,42798,Saturday,March,u,,,
Toorak,554.0661305,42798,Saturday,March,u,,,
Toorak, ,42798,Saturday,March,u,,,
Toorak, ,42798,Saturday,March,u,,,
Windsor,1021.73913,42798,Saturday,March,u,,,
Yarraville,502.8938907,42798,Saturday,March,u,,,
Brunswick East, ,42798,Saturday,March,u,,,
Ormond, ,42798,Saturday,March,u,,,
Burwood,3350.515464,42805,Saturday,March,u,,,
Carlton North,543.554007,42805,Saturday,March,u,,,
Elwood, ,42805,Saturday,March,u,,,
Kensington, ,42805,Saturday,March,u,,,
Preston,3531.034483,42805,Saturday,March,u,,,
Southbank,146.725116,42805,Saturday,March,u,,,
Williamstown North, ,42805,Saturday,March,u,,,
Abbotsford,254.0792541,42812,Saturday,March,u,,,
Alphington,4480.874317,42812,Saturday,March,u,,,
Armadale, ,42812,Saturday,March,u,,,
Ashwood,3921.568627,42812,Saturday,March,u,,,
Avondale Heights,1673.003802,42812,Saturday,March,u,,,
Bentleigh,1070.901034,42812,Saturday,March,u,,,
Box Hill,11724.13793,42812,Saturday,March,u,,,
Brighton,8018.691589,42812,Saturday,March,u,,,
Brighton East,4904.458599,42812,Saturday,March,u,,,
Brunswick,439.4736842,42812,Saturday,March,u,,,
Brunswick, ,42812,Saturday,March,u,,,
Brunswick West, ,42812,Saturday,March,u,,,
Brunswick West, ,42812,Saturday,March,u,,,
Brunswick West,174.5283019,42812,Saturday,March,u,,,
Caulfield North,412.0879121,42812,Saturday,March,u,,,
Coburg North,3169.642857,42812,Saturday,March,u,,,
Collingwood, ,42812,Saturday,March,u,,,
Collingwood,631.127451,42812,Saturday,March,u,,,
Elwood,238.5261797,42812,Saturday,March,u,,,
Elwood, ,42812,Saturday,March,u,,,
Essendon, ,42812,Saturday,March,u,,,
Essendon, ,42812,Saturday,March,u,,,
Fairfield,307.5995175,42812,Saturday,March,u,,,
Fairfield, ,42812,Saturday,March,u,,,
Fitzroy North, ,42812,Saturday,March,u,,,
Fitzroy North, ,42812,Saturday,March,u,,,
Footscray, ,42812,Saturday,March,u,,,
Glenroy,115.2304609,42812,Saturday,March,u,,,
Hampton,3891.111111,42812,Saturday,March,u,,,
Hampton, ,42812,Saturday,March,u,,,
Kensington, ,42812,Saturday,March,u,,,
Maidstone,23.34437086,42812,Saturday,March,u,,,
Maribyrnong,13.37837838,42812,Saturday,March,u,,,
Melbourne, ,42812,Saturday,March,u,,,
Melbourne, ,42812,Saturday,March,u,,,
Melbourne, ,42812,Saturday,March,u,,,
Moonee Ponds, ,42812,Saturday,March,u,,,
Northcote,5541.666667,42812,Saturday,March,u,,,
Prahran, ,42812,Saturday,March,u,,,
Prahran, ,42812,Saturday,March,u,,,
Prahran, ,42812,Saturday,March,u,,,
Prahran, ,42812,Saturday,March,u,,,
Preston, ,42812,Saturday,March,u,,,
Reservoir,2955.974843,42812,Saturday,March,u,,,
Reservoir,2404.371585,42812,Saturday,March,u,,,
Richmond, ,42812,Saturday,March,u,,,
South Melbourne, ,42812,Saturday,March,u,,,
South Yarra,2093.973442,42812,Saturday,March,u,,,
South Yarra, ,42812,Saturday,March,u,,,
South Yarra, ,42812,Saturday,March,u,,,
Southbank, ,42812,Saturday,March,u,,,
St Kilda, ,42812,Saturday,March,u,,,
St Kilda, ,42812,Saturday,March,u,,,
St Kilda, ,42812,Saturday,March,u,,,
St Kilda, ,42812,Saturday,March,u,,,
St Kilda, ,42812,Saturday,March,u,,,
Thornbury, ,42812,Saturday,March,u,,,
Toorak,16666.66667,42812,Saturday,March,u,,,
Toorak, ,42812,Saturday,March,u,,,
West Melbourne, ,42812,Saturday,March,u,,,
Aberfeldie,610.9324759,42812,Saturday,March,u,,,
Brunswick East, ,42812,Saturday,March,u,,,
Carlton, ,42812,Saturday,March,u,,,
Kingsville, ,42812,Saturday,March,u,,,
Murrumbeena, ,42812,Saturday,March,u,,,
West Footscray,3538.961039,42812,Saturday,March,u,,,
Cremorne, ,42812,Saturday,March,u,,,
Albert Park, ,42833,Saturday,April,u,,,
Armadale, ,42833,Saturday,April,u,,,
Ashwood,10538.46154,42833,Saturday,April,u,,,
Bentleigh,3155.555556,42833,Saturday,April,u,,,
Brighton East,5291.970803,42833,Saturday,April,u,,,
Brunswick, ,42833,Saturday,April,u,,,
Brunswick,501.5673981,42833,Saturday,April,u,,,
Brunswick,224.5188881,42833,Saturday,April,u,,,
Carnegie, ,42833,Saturday,April,u,,,
Carnegie, ,42833,Saturday,April,u,,,
Caulfield North,406.6666667,42833,Saturday,April,u,,,
Caulfield North, ,42833,Saturday,April,u,,,
Chadstone,2982.978723,42833,Saturday,April,u,,,
Clifton Hill,8902.777778,42833,Saturday,April,u,,,
Collingwood, ,42833,Saturday,April,u,,,
Essendon, ,42833,Saturday,April,u,,,
Flemington, ,42833,Saturday,April,u,,,
Malvern East,110.9958506,42833,Saturday,April,u,,,
Melbourne, ,42833,Saturday,April,u,,,
Melbourne, ,42833,Saturday,April,u,,,
Moonee Ponds, ,42833,Saturday,April,u,,,
Moonee Ponds, ,42833,Saturday,April,u,,,
Newport, ,42833,Saturday,April,u,,,
Northcote,420,42833,Saturday,April,u,,,
Oak Park,2731.818182,42833,Saturday,April,u,,,
Ormond, ,42833,Saturday,April,u,,,
Port Melbourne,240.0738689,42833,Saturday,April,u,,,
Prahran, ,42833,Saturday,April,u,,,
Preston,3404.761905,42833,Saturday,April,u,,,
Reservoir,2363.29588,42833,Saturday,April,u,,,
Richmond,105.3530752,42833,Saturday,April,u,,,
Richmond, ,42833,Saturday,April,u,,,
Richmond, ,42833,Saturday,April,u,,,
Richmond,75.11737089,42833,Saturday,April,u,,,
South Melbourne, ,42833,Saturday,April,u,,,
South Melbourne,1484.018265,42833,Saturday,April,u,,,
South Yarra, ,42833,Saturday,April,u,,,
South Yarra, ,42833,Saturday,April,u,,,
South Yarra,88.7141028,42833,Saturday,April,u,,,
St Kilda,214.6985962,42833,Saturday,April,u,,,
St Kilda,308.8803089,42833,Saturday,April,u,,,
St Kilda,209.0753425,42833,Saturday,April,u,,,
St Kilda,283.171521,42833,Saturday,April,u,,,
Thornbury, ,42833,Saturday,April,u,,,
West Footscray,3169.398907,42833,Saturday,April,u,,,
West Footscray,6250,42833,Saturday,April,u,,,
Williamstown, ,42833,Saturday,April,u,,,
Carlton,7102.803738,42833,Saturday,April,u,,,
East Melbourne, ,42833,Saturday,April,u,,,
Elsternwick,207.995678,42833,Saturday,April,u,,,
Elsternwick, ,42833,Saturday,April,u,,,
Elwood,359.3096234,42833,Saturday,April,u,,,
Elwood,2012.779553,42833,Saturday,April,u,,,
Elwood,822.4852071,42833,Saturday,April,u,,,
Elwood, ,42833,Saturday,April,u,,,
